Id,WnvPresent
1,0.0299052543243
2,0.0191980975803
3,0.196402775658
4,0.00508580953596
5,0.00612489201123
6,0.0126379003619
7,0.0299150989572
8,0.0299150989572
9,0.000184213500238
10,8.65678897298e-05
11,0.00257974225462
12,4.75119038486e-05
13,5.34404949303e-05
14,0.00010158407496
15,0.000233774774519
16,0.000233774774519
17,0.0103038107964
18,0.00197833008719
19,0.0175194478982
20,0.000742010132151
21,0.00142881762016
22,0.00160670551722
23,0.00376483963814
24,0.00376483963814
25,0.000923789590054
26,0.00201778460799
27,0.0285489663998
28,0.00029808513894
29,0.000305578979842
30,0.000368680094352
31,0.000855640822987
32,0.000855640822987
33,0.0012555662846
34,0.00310184715156
35,0.00277093875774
36,0.000269534012759
37,0.000278758514682
38,0.000449155366238
39,0.00104375846504
40,0.00104375846504
41,0.00148980923931
42,0.0088237219127
43,0.0145350404325
44,0.000382941009389
45,0.000388610033966
46,0.000429853666533
47,0.000998617438722
48,0.000998617438722
49,0.000605736328337
50,0.0215406411803
51,0.00791905989635
52,0.000441437624088
53,0.00044797197538
54,0.000495512487515
55,0.00115222507453
56,0.00115222507453
57,0.000430931474146
58,0.000674751585121
59,0.00426943013585
60,0.000118377997684
61,0.000122561743737
62,0.000175042977754
63,0.000404264976112
64,0.000404264976112
65,0.0234727360824
66,0.0391440597224
67,0.055966904206
68,0.00352112956511
69,0.00364633233035
70,0.00536560135457
71,0.0126651535414
72,0.0126651535414
73,0.0126263294541
74,0.0374402972068
75,0.0481673296691
76,0.00319066051267
77,0.00330440336534
78,0.00486266938387
79,0.0114719087269
80,0.0114719087269
81,0.00438937531816
82,0.00402968511229
83,0.0157490299461
84,0.000269993872061
85,0.000273990938745
86,0.000303070399276
87,0.000702469797009
88,0.000702469797009
89,0.000587763357375
90,0.00228706321273
91,0.0806529159841
92,0.000658046654663
93,0.000677768821796
94,0.000862179867156
95,0.00201211654846
96,0.00201211654846
97,0.0051591277569
98,0.00444857630402
99,0.0528231138795
100,0.00115682302988
101,0.00119804570883
102,0.00176312981686
103,0.0041338429357
104,0.0041338429357
105,0.000825712407978
106,0.000358065556997
107,0.00299017528662
108,9.12792822072e-05
109,0.000132654361106
110,0.000221562722814
111,0.000512494395073
112,0.000512494395073
113,0.00396827394705
114,0.00079617917066
115,0.0264603000864
116,0.000526797190269
117,0.000555907906589
118,0.00103046386271
119,0.00240764650097
120,0.00240764650097
121,0.000350651983769
122,4.54229418804e-05
123,0.000824819012276
124,2.7063975694e-05
125,4.16694767046e-05
126,5.3187087678e-05
127,0.000121880866122
128,0.000121880866122
129,6.53426921847e-05
130,0.000309329652348
131,0.00356532694041
132,4.1687762989e-05
133,4.27355240321e-05
134,5.15590126609e-05
135,0.00011812597217
136,0.00011812597217
137,0.0189871549324
138,0.00589539234128
139,0.0689650298146
140,0.00376502081162
141,0.00656895678745
142,0.0066186405694
143,0.0156392426773
144,0.0156392426773
145,0.00543083270258
146,0.00294538707852
147,0.164606421305
148,0.00510001950768
149,0.00802391535369
150,0.00805380724411
151,0.0190462063773
152,0.0190462063773
153,0.0395611562938
154,0.0364687683433
155,0.223569893334
156,0.00813361961404
157,0.00888443325968
158,0.0188318675304
159,0.0445163382863
160,0.0445163382863
161,0.00404408732923
162,0.000706634163731
163,0.0116073529559
164,0.000407455507273
165,0.00051919023558
166,0.000750701902448
167,0.00175037147258
168,0.00175037147258
169,0.00146271360834
170,0.0023110297894
171,0.00804218832071
172,0.000331578222114
173,0.00037475964091
174,0.000800518541448
175,0.00186730957931
176,0.00186730957931
177,0.000733147518011
178,0.000396377762378
179,0.003559934128
180,0.000103705869059
181,0.000148666032785
182,0.000252055560741
183,0.000583520048206
184,0.000583520048206
185,0.00466043716686
186,0.00370073178839
