WnvPresent,Id
0.024139727,1
0.021936356,2
0.142077671,3
0.007398374,4
0.005776715,5
0.014530115,6
0.026979023,7
0.026979023,8
0.001472033,9
0.000692047,10
0.007225364,11
0.000566705,12
0.000413079,13
0.000769087,14
0.001404143,15
0.001404143,16
0.013593623,17
0.005024921,18
0.03191588,19
0.001990305,20
0.00390983,21
0.00437446,22
0.008076369,23
0.008076369,24
0.004609702,25
0.004796916,26
0.043218322,27
0.002028669,28
0.001992561,29
0.00396498,30
0.007315941,31
0.007315941,32
0.001324782,33
0.002167918,34
0.004050449,35
0.000609959,36
0.000352582,37
0.0008664,38
0.001583043,39
0.001583043,40
0.003096562,41
0.016422858,42
0.023047801,43
0.00268794,44
0.003317243,45
0.005603287,46
0.010360414,47
0.010360414,48
0.006293641,49
0.0327877,50
0.015792204,51
0.003144292,52
0.00388042,53
0.006554353,54
0.012129752,55
0.012129752,56
0.000641663,57
0.000785063,58
0.006266835,59
0.000408952,60
0.000271233,61
0.000635896,62
0.001159529,63
0.001159529,64
0.020581215,65
0.018478516,66
0.052424626,67
0.005890135,68
0.00369515,69
0.008866336,70
0.016434148,71
0.016434148,72
0.007834363,73
0.022227847,74
0.045207526,75
0.006017381,76
0.003807417,77
0.009057219,78
0.016789641,79
0.016789641,80
0.028986958,81
0.008989928,82
0.02591113,83
0.002111759,84
0.002606178,85
0.004402362,86
0.008128198,87
0.008128198,88
0.004233906,89
0.005317381,90
0.086708167,91
0.003380988,92
0.00288722,93
0.006151681,94
0.011380498,95
0.011380498,96
0.006340473,97
0.005524781,98
0.053608365,99
0.003282335,100
0.002076554,101
0.004941434,102
0.009129874,103
0.009129874,104
0.003871366,105
0.001971144,106
0.009950541,107
0.00097237,108
0.00085419,109
0.001482358,110
0.002718002,111
0.002718002,112
0.011011135,113
0.00346285,114
0.042476053,115
0.003070328,116
0.00231471,117
0.00418916,118
0.007732207,119
0.007732207,120
0.001295893,121
0.000362206,122
0.003245201,123
0.000205061,124
0.000305638,125
0.000386068,126
0.000701681,127
0.000701681,128
0.000445006,129
0.000869886,130
0.007523102,131
0.000363029,132
0.00035658,133
0.000709555,134
0.001294772,135
0.001294772,136
0.015056781,137
0.007450166,138
0.047626838,139
0.004152056,140
0.007484132,141
0.007538291,142
0.013961216,143
0.013961216,144
0.011382469,145
0.006449208,146
0.152140439,147
0.008812642,148
0.014234485,149
0.014285165,150
0.026523344,151
0.026523344,152
0.037039273,153
0.031522696,154
0.167605698,155
0.010558299,156
0.007114811,157
0.019215837,158
0.035682592,159
0.035682592,160
0.011708937,161
0.003547129,162
0.026229902,163
0.002086157,164
0.002404274,165
0.003422252,166
0.006308737,167
0.006308737,168
0.003255981,169
0.005000961,170
0.011927795,171
0.000969713,172
0.000692985,173
0.00185533,174
0.00340683,175
0.00340683,176
0.004188069,177
0.002434186,178
0.010798123,179
0.000937168,180
0.000849825,181
0.001577967,182
0.002894483,183
0.002894483,184
0.018293842,185
0.012903113,186
0.052794593,187
0.006304757,188
0.004920787,189
0.008870263,190
0.016441462,191
0.016441462,192
0.047585065,193
0.011182333,194
0.076497161,195
0.005800879,196
0.005260634,197
0.009505695,198
0.017624892,199
0.017624892,200
0.003460521,201
0.004687556,202
0.062678211,203
0.002425238,204
0.002545318,205
0.004873592,206
0.009003782,207
0.009003782,208
0.047289812,209
0.059383693,210
0.031731511,211
0.006339702,212
0.008121376,213
0.013133007,214
0.024379328,215
0.024379328,216
0.017062615,217
0.047831136,218
0.153216974,219
0.012735164,220
0.015662793,221
0.026483697,222
0.049108829,223
0.049108829,224
0.002974923,225
0.005524336,226
0.015922049,227
0.001300408,228
0.001604866,229
0.002711049,230
0.004990301,231
0.004990301,232
0.009126724,233
0.008078302,234
0.042376156,235
0.00234727,236
0.00188659,237
0.004595829,238
0.008487621,239
0.008487621,240
0.00387645,241
0.001894398,242
0.009563567,243
0.000934881,244
0.000821145,245
0.001425065,246
0.00261228,247
0.00261228,248
0.006128823,249
0.019673706,250
0.070944989,251
0.004724364,252
0.003582856,253
0.009261245,254
0.01716962,255
0.01716962,256
0.001910351,257
0.006451607,258
0.034082172,259
0.001945723,260
0.00160534,261
0.003770313,262
0.006954581,263
0.006954581,264
0.001144634,265
0.001911785,266
0.009483132,267
0.00054332,268
0.000436351,269
0.001063548,270
0.001945869,271
0.001945869,272
0.020902914,273
0.022049602,274
0.02695427,275
0.004822624,276
0.002747113,277
0.00692309,278
0.012816008,279
0.012816008,280
0.000638973,281
0.001249044,282
0.010783848,283
0.000519675,284
0.000510423,285
0.001015708,286
0.001857781,287
0.001857781,288
0.000372142,289
0.000520019,290
0.006430298,291
0.000292751,292
0.000233188,293
0.000511763,294
0.000931852,295
0.000931852,296
0.030729716,297
0.006754976,298
0.074628101,299
0.005406768,300
0.005302641,301
0.00819959,302
0.015192511,303
0.015192511,304
0.002751509,305
0.009120272,306
0.024029445,307
0.003019884,308
0.001745749,309
0.004289311,310
0.007918209,311
0.007918209,312
0.004562825,313
0.004869444,314
0.040436134,315
0.002565733,316
0.001701776,317
0.003989307,318
0.007361106,319
0.007361106,320
0.101892008,321
0.071359416,322
0.022107681,323
0.005745345,324
0.003765179,325
0.010151667,326
0.018827989,327
0.018827989,328
0.000513353,329
0.000593749,330
0.025253078,331
0.001205018,332
0.001745858,333
0.001748774,334
0.003209936,335
0.003209936,336
0.04152236,337
0.01996243,338
0.037949569,339
0.003539876,340
0.002455701,341
0.006626321,342
0.01226368,343
0.01226368,344
0.009568334,345
0.007969334,346
0.0659456,347
0.003402842,348
0.0029402,349
0.006359245,350
0.01176669,351
0.01176669,352
0.002719622,353
0.004634809,354
0.01742537,355
0.00109504,356
0.000828962,357
0.002156924,358
0.003964486,359
0.003964486,360
0.04251042,361
0.01480427,362
0.096678033,363
0.006022795,364
0.005301033,365
0.010988872,366
0.020387198,367
0.020387198,368
0.007309941,369
0.002382993,370
0.029155488,371
0.002069593,372
0.001541222,373
0.0028432,374
0.005235144,375
0.005235144,376
0.044561719,377
0.035812248,378
0.076258489,379
0.01255621,380
0.012314956,381
0.019025627,382
0.035329873,383
0.035329873,384
0.005431773,385
0.001457135,386
0.025310002,387
0.001521693,388
0.001117153,389
0.00207523,390
0.00381338,391
0.00381338,392
0.004441665,393
